"StichtagDatJahr","AlterVSort","AlterVCd","AlterV05Sort","AlterV05Cd","AlterV05Kurz","AlterV10Cd","AlterV10Kurz","AlterV20Cd","AlterV20Kurz","SexCd","SexLang","SexKurz","KreisCd","KreisLang","QuarSort","QuarCd","QuarLang","HerkunftSort","HerkunftCd","HerkunftLang","AnzBestWir"
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",11,"011","Rathaus",1,"1","Schweizer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",11,"011","Rathaus",1,"1","Schweizer*in",8
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",11,"011","Rathaus",2,"2","Ausländer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",11,"011","Rathaus",2,"2","Ausländer*in",6
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",12,"012","Hochschulen",1,"1","Schweizer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",12,"012","Hochschulen",1,"1","Schweizer*in",2
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",13,"013","Lindenhof",1,"1","Schweizer*in",5
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",13,"013","Lindenhof",1,"1","Schweizer*in",3
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",13,"013","Lindenhof",2,"2","Ausländer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",13,"013","Lindenhof",2,"2","Ausländer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",14,"014","City",1,"1","Schweizer*in",2
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",14,"014","City",2,"2","Ausländer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",14,"014","City",2,"2","Ausländer*in",2
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",101,"101","Höngg",1,"1","Schweizer*in",61
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",101,"101","Höngg",1,"1","Schweizer*in",63
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",101,"101","Höngg",2,"2","Ausländer*in",16
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",101,"101","Höngg",2,"2","Ausländer*in",19
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",102,"102","Wipkingen",1,"1","Schweizer*in",37
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",102,"102","Wipkingen",1,"1","Schweizer*in",29
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",102,"102","Wipkingen",2,"2","Ausländer*in",38
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",102,"102","Wipkingen",2,"2","Ausländer*in",42
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",111,"111","Affoltern",1,"1","Schweizer*in",66
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",111,"111","Affoltern",1,"1","Schweizer*in",59
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",111,"111","Affoltern",2,"2","Ausländer*in",27
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",111,"111","Affoltern",2,"2","Ausländer*in",23
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",115,"115","Oerlikon",1,"1","Schweizer*in",56
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",115,"115","Oerlikon",1,"1","Schweizer*in",44
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",115,"115","Oerlikon",2,"2","Ausländer*in",32
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",115,"115","Oerlikon",2,"2","Ausländer*in",40
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",119,"119","Seebach",1,"1","Schweizer*in",52
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",119,"119","Seebach",1,"1","Schweizer*in",53
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",119,"119","Seebach",2,"2","Ausländer*in",44
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",119,"119","Seebach",2,"2","Ausländer*in",32
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",121,"121","Saatlen",1,"1","Schweizer*in",17
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",121,"121","Saatlen",1,"1","Schweizer*in",21
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",121,"121","Saatlen",2,"2","Ausländer*in",10
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",121,"121","Saatlen",2,"2","Ausländer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",122,"122","Schwamendingen-Mitte",1,"1","Schweizer*in",29
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",122,"122","Schwamendingen-Mitte",1,"1","Schweizer*in",21
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",122,"122","Schwamendingen-Mitte",2,"2","Ausländer*in",26
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",122,"122","Schwamendingen-Mitte",2,"2","Ausländer*in",18
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",123,"123","Hirzenbach",1,"1","Schweizer*in",24
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",123,"123","Hirzenbach",1,"1","Schweizer*in",19
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",123,"123","Hirzenbach",2,"2","Ausländer*in",18
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","12","Kreis 12",123,"123","Hirzenbach",2,"2","Ausländer*in",23
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",21,"021","Wollishofen",1,"1","Schweizer*in",55
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",21,"021","Wollishofen",1,"1","Schweizer*in",48
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",21,"021","Wollishofen",2,"2","Ausländer*in",25
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",21,"021","Wollishofen",2,"2","Ausländer*in",31
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",23,"023","Leimbach",1,"1","Schweizer*in",15
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",23,"023","Leimbach",1,"1","Schweizer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",23,"023","Leimbach",2,"2","Ausländer*in",5
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",23,"023","Leimbach",2,"2","Ausländer*in",2
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",24,"024","Enge",1,"1","Schweizer*in",38
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",24,"024","Enge",1,"1","Schweizer*in",35
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","2","Kreis 2",24,"024","Enge",2,"2","Ausländer*in",7
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","2","Kreis 2",24,"024","Enge",2,"2","Ausländer*in",13
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",31,"031","Alt-Wiedikon",1,"1","Schweizer*in",32
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",31,"031","Alt-Wiedikon",1,"1","Schweizer*in",38
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",31,"031","Alt-Wiedikon",2,"2","Ausländer*in",43
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",31,"031","Alt-Wiedikon",2,"2","Ausländer*in",37
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",33,"033","Friesenberg",1,"1","Schweizer*in",28
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",33,"033","Friesenberg",1,"1","Schweizer*in",27
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",33,"033","Friesenberg",2,"2","Ausländer*in",12
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",33,"033","Friesenberg",2,"2","Ausländer*in",16
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",34,"034","Sihlfeld",1,"1","Schweizer*in",58
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",34,"034","Sihlfeld",1,"1","Schweizer*in",57
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","3","Kreis 3",34,"034","Sihlfeld",2,"2","Ausländer*in",60
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","3","Kreis 3",34,"034","Sihlfeld",2,"2","Ausländer*in",58
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",41,"041","Werd",1,"1","Schweizer*in",10
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",41,"041","Werd",1,"1","Schweizer*in",4
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",41,"041","Werd",2,"2","Ausländer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",41,"041","Werd",2,"2","Ausländer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",42,"042","Langstrasse",1,"1","Schweizer*in",17
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",42,"042","Langstrasse",1,"1","Schweizer*in",22
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",42,"042","Langstrasse",2,"2","Ausländer*in",34
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",42,"042","Langstrasse",2,"2","Ausländer*in",31
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",44,"044","Hard",1,"1","Schweizer*in",30
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",44,"044","Hard",1,"1","Schweizer*in",20
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","4","Kreis 4",44,"044","Hard",2,"2","Ausländer*in",55
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","4","Kreis 4",44,"044","Hard",2,"2","Ausländer*in",41
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","5","Kreis 5",51,"051","Gewerbeschule",1,"1","Schweizer*in",9
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","5","Kreis 5",51,"051","Gewerbeschule",1,"1","Schweizer*in",21
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","5","Kreis 5",51,"051","Gewerbeschule",2,"2","Ausländer*in",28
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","5","Kreis 5",51,"051","Gewerbeschule",2,"2","Ausländer*in",34
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","5","Kreis 5",52,"052","Escher Wyss",1,"1","Schweizer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","5","Kreis 5",52,"052","Escher Wyss",1,"1","Schweizer*in",4
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","5","Kreis 5",52,"052","Escher Wyss",2,"2","Ausländer*in",4
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","5","Kreis 5",52,"052","Escher Wyss",2,"2","Ausländer*in",5
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","6","Kreis 6",61,"061","Unterstrass",1,"1","Schweizer*in",70
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","6","Kreis 6",61,"061","Unterstrass",1,"1","Schweizer*in",79
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","6","Kreis 6",61,"061","Unterstrass",2,"2","Ausländer*in",21
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","6","Kreis 6",61,"061","Unterstrass",2,"2","Ausländer*in",23
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","6","Kreis 6",63,"063","Oberstrass",1,"1","Schweizer*in",31
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","6","Kreis 6",63,"063","Oberstrass",1,"1","Schweizer*in",32
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","6","Kreis 6",63,"063","Oberstrass",2,"2","Ausländer*in",12
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","6","Kreis 6",63,"063","Oberstrass",2,"2","Ausländer*in",12
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",71,"071","Fluntern",1,"1","Schweizer*in",22
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",71,"071","Fluntern",1,"1","Schweizer*in",23
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",71,"071","Fluntern",2,"2","Ausländer*in",12
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",71,"071","Fluntern",2,"2","Ausländer*in",3
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",72,"072","Hottingen",1,"1","Schweizer*in",35
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",72,"072","Hottingen",1,"1","Schweizer*in",32
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",72,"072","Hottingen",2,"2","Ausländer*in",7
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",72,"072","Hottingen",2,"2","Ausländer*in",13
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",73,"073","Hirslanden",1,"1","Schweizer*in",13
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",73,"073","Hirslanden",1,"1","Schweizer*in",17
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",73,"073","Hirslanden",2,"2","Ausländer*in",2
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",73,"073","Hirslanden",2,"2","Ausländer*in",4
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",74,"074","Witikon",1,"1","Schweizer*in",23
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",74,"074","Witikon",1,"1","Schweizer*in",27
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","7","Kreis 7",74,"074","Witikon",2,"2","Ausländer*in",10
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","7","Kreis 7",74,"074","Witikon",2,"2","Ausländer*in",9
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",81,"081","Seefeld",1,"1","Schweizer*in",13
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",81,"081","Seefeld",1,"1","Schweizer*in",15
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",81,"081","Seefeld",2,"2","Ausländer*in",8
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",81,"081","Seefeld",2,"2","Ausländer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",82,"082","Mühlebach",1,"1","Schweizer*in",16
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",82,"082","Mühlebach",1,"1","Schweizer*in",10
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",82,"082","Mühlebach",2,"2","Ausländer*in",1
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",82,"082","Mühlebach",2,"2","Ausländer*in",4
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",83,"083","Weinegg",1,"1","Schweizer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",83,"083","Weinegg",1,"1","Schweizer*in",12
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","8","Kreis 8",83,"083","Weinegg",2,"2","Ausländer*in",5
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","8","Kreis 8",83,"083","Weinegg",2,"2","Ausländer*in",11
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","9","Kreis 9",91,"091","Albisrieden",1,"1","Schweizer*in",38
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","9","Kreis 9",91,"091","Albisrieden",1,"1","Schweizer*in",50
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","9","Kreis 9",91,"091","Albisrieden",2,"2","Ausländer*in",30
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","9","Kreis 9",91,"091","Albisrieden",2,"2","Ausländer*in",30
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","9","Kreis 9",92,"092","Altstetten",1,"1","Schweizer*in",75
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","9","Kreis 9",92,"092","Altstetten",1,"1","Schweizer*in",71
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","9","Kreis 9",92,"092","Altstetten",2,"2","Ausländer*in",50
1993,0,"0",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","9","Kreis 9",92,"092","Altstetten",2,"2","Ausländer*in",41
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",11,"011","Rathaus",1,"1","Schweizer*in",11
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",11,"011","Rathaus",1,"1","Schweizer*in",10
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",11,"011","Rathaus",2,"2","Ausländer*in",2
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",11,"011","Rathaus",2,"2","Ausländer*in",1
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",12,"012","Hochschulen",2,"2","Ausländer*in",1
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",13,"013","Lindenhof",1,"1","Schweizer*in",4
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",13,"013","Lindenhof",1,"1","Schweizer*in",1
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","1","Kreis 1",14,"014","City",1,"1","Schweizer*in",1
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",14,"014","City",1,"1","Schweizer*in",2
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","1","Kreis 1",14,"014","City",2,"2","Ausländer*in",2
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",101,"101","Höngg",1,"1","Schweizer*in",81
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",101,"101","Höngg",1,"1","Schweizer*in",74
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",101,"101","Höngg",2,"2","Ausländer*in",19
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",101,"101","Höngg",2,"2","Ausländer*in",21
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",102,"102","Wipkingen",1,"1","Schweizer*in",41
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",102,"102","Wipkingen",1,"1","Schweizer*in",43
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","10","Kreis 10",102,"102","Wipkingen",2,"2","Ausländer*in",41
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","10","Kreis 10",102,"102","Wipkingen",2,"2","Ausländer*in",36
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",111,"111","Affoltern",1,"1","Schweizer*in",55
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",111,"111","Affoltern",1,"1","Schweizer*in",65
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",111,"111","Affoltern",2,"2","Ausländer*in",28
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",111,"111","Affoltern",2,"2","Ausländer*in",24
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",115,"115","Oerlikon",1,"1","Schweizer*in",33
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",115,"115","Oerlikon",1,"1","Schweizer*in",40
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",115,"115","Oerlikon",2,"2","Ausländer*in",29
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",115,"115","Oerlikon",2,"2","Ausländer*in",27
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",119,"119","Seebach",1,"1","Schweizer*in",50
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",119,"119","Seebach",1,"1","Schweizer*in",55
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","11","Kreis 11",119,"119","Seebach",2,"2","Ausländer*in",40
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","2","weiblich","W","11","Kreis 11",119,"119","Seebach",2,"2","Ausländer*in",32
1993,1,"1",1,"0","0-4","0","0-9","0","0-19","1","männlich","M","12","Kreis 12",121,"121","Saatlen",1,"1","Schweizer*in",27
